secid,market,chosen_boardid,n_boards,all_boards,chosen_board_nobs,max_board_nobs
RU000A108L24,bonds,TQCB,1,TQCB,485,485
RU000A108L65,bonds,TQCB,1,TQCB,496,496
RU000A108L81,bonds,TQCB,1,TQCB,496,496
RU000A108LD8,bonds,TQCB,1,TQCB,289,289
RU000A108LF3,bonds,TQCB,1,TQCB,494,494
RU000A108LL1,bonds,TQCB,1,TQCB,494,494
RU000A108LN7,bonds,TQCB,1,TQCB,494,494
RU000A108LP2,bonds,TQCB,1,TQCB,494,494
RU000A108LS6,bonds,TQCB,1,TQCB,466,466
RU000A108LU2,bonds,TQCB,1,TQCB,493,493
RU000A108LX6,bonds,TQCB,1,TQCB,484,484
RU000A108N55,bonds,TQCB,1,TQCB,483,483
RU000A108NQ6,bonds,TQCB,1,TQCB,480,480
RU000A108NS2,bonds,TQCB,1,TQCB,491,491
RU000A108P46,bonds,TQCB,1,TQCB,483,483
RU000A108P61,bonds,TQCB,1,TQCB,489,489
RU000A108P79,bonds,TQCB,1,TQCB,480,480
RU000A108PC1,bonds,TQCB,1,TQCB,489,489
RU000A108PR9,bonds,TQCB,1,TQCB,448,448
RU000A108PZ2,bonds,TQCB,1,TQCB,488,488
RU000A108Q03,bonds,TQCB,1,TQCB,487,487
RU000A108Q29,bonds,TQCB,1,TQCB,479,479
RU000A108Q78,bonds,TQCB,1,TQCB,487,487
RU000A108Q94,bonds,TQCB,1,TQCB,487,487
RU000A108QA3,bonds,TQCB,1,TQCB,487,487
RU000A108RK0,bonds,TQCB,1,TQCB,484,484
RU000A108RM6,bonds,TQCB,1,TQCB,403,403
RU000A108RP9,bonds,TQCB,1,TQCB,484,484
RU000A108RQ7,bonds,TQCB,1,TQCB,484,484
RU000A108TD1,bonds,TQCB,1,TQCB,441,441
RU000A108TE9,bonds,TQCB,1,TQCB,433,433
RU000A108TU5,bonds,TQCB,1,TQCB,482,482
RU000A108TV3,bonds,TQCB,1,TQCB,472,472
RU000A108U49,bonds,TQCB,1,TQCB,363,363
RU000A108U72,bonds,TQCB,1,TQCB,481,481
RU000A108UJ6,bonds,TQCB,1,TQCB,480,480
RU000A108UM0,bonds,TQCB,1,TQCB,334,334
RU000A108UR9,bonds,TQCB,1,TQCB,478,478
RU000A108VL0,bonds,TQCB,1,TQCB,477,477
RU000A108VM8,bonds,TQCB,1,TQCB,478,478
RU000A108VW7,bonds,TQCB,1,TQCB,477,477
RU000A108WJ2,bonds,TQCB,1,TQCB,475,475
RU000A108WV7,bonds,TQCB,1,TQCB,363,363
RU000A108WY1,bonds,TQCB,1,TQCB,474,474
RU000A108Y11,bonds,TQCB,1,TQCB,445,445
RU000A108Y60,bonds,TQCB,1,TQCB,472,472
RU000A108Y86,bonds,TQCB,1,TQCB,472,472
RU000A108YZ4,bonds,TQCB,1,TQCB,470,470
RU000A108Z77,bonds,TQCB,1,TQCB,469,469
RU000A108Z85,bonds,TQCB,1,TQCB,468,468
RU000A108Z93,bonds,TQCB,1,TQCB,469,469
RU000A108ZH9,bonds,TQCB,1,TQCB,467,467
RU000A1099V8,bonds,TQCB,1,TQCB,439,439
RU000A108ZT4,bonds,TQCB,1,TQCB,466,466
RU000A108ZU2,bonds,TQCB,1,TQCB,466,466
RU000A109098,bonds,TQCB,1,TQCB,464,464
RU000A1090A1,bonds,TQCB,1,TQCB,463,463
RU000A109YM0,bonds,TQCB,1,TQCB,206,206
RU000A1090H6,bonds,TQCB,1,TQCB,463,463
RU000A1090K0,bonds,TQCB,1,TQCB,463,463
RU000A1090M6,bonds,TQCB,1,TQCB,458,458
RU000A1090N4,bonds,TQCB,1,TQCB,462,462
RU000A109221,bonds,TQCB,1,TQCB,462,462
RU000A1092S9,bonds,TQCB,1,TQCB,460,460
RU000A1092T7,bonds,TQCB,1,TQCB,461,461
RU000A109312,bonds,TQCB,1,TQCB,460,460
RU000A1093L2,bonds,TQCB,1,TQCB,280,280
RU000A1094E5,bonds,TQCB,1,TQCB,457,457
RU000A1094F2,bonds,TQCB,1,TQCB,457,457
RU000A1094G0,bonds,TQCB,1,TQCB,457,457
RU000A1094P1,bonds,TQCB,1,TQCB,277,277
RU000A1094T3,bonds,TQCB,1,TQCB,455,455
RU000A1094U1,bonds,TQCB,1,TQCB,455,455
RU000A1094W7,bonds,TQCB,1,TQCB,455,455
RU000A109528,bonds,TQCB,1,TQCB,454,454
RU000A109551,bonds,TQCB,1,TQCB,428,428
RU000A1095B8,bonds,TQCB,1,TQCB,433,433
RU000A1095L7,bonds,TQCB,1,TQCB,452,452
RU000A1095N3,bonds,TQCB,1,TQCB,79,79
RU000A1095W4,bonds,TQCB,1,TQCB,451,451
RU000A109775,bonds,TQCB,1,TQCB,374,374
RU000A1097C2,bonds,TQCB,1,TQCB,449,449
RU000A1097S8,bonds,TQCB,1,TQCB,446,446
RU000A1097T6,bonds,TQCB,1,TQCB,434,434
RU000A1097X8,bonds,TQCB,1,TQCB,446,446
RU000A109825,bonds,TQCB,1,TQCB,447,447
RU000A109874,bonds,TQCB,1,TQCB,446,446
RU000A109890,bonds,TQCB,1,TQCB,363,363
RU000A1098F3,bonds,TQCB,1,TQCB,446,446
RU000A1098T4,bonds,TQCB,1,TQCB,445,445
RU000A109908,bonds,TQCB,1,TQCB,444,444
RU000A109916,bonds,TQCB,1,TQCB,439,439
RU000A109981,bonds,TQCB,1,TQCB,444,444
RU000A1099A2,bonds,TQCB,1,TQCB,442,442
RU000A1099E4,bonds,TQCB,1,TQCB,442,442
RU000A1099P0,bonds,TQCB,1,TQCB,363,363
RU000A1099S4,bonds,TQCB,1,TQCB,439,439
RU000A1099W6,bonds,TQCB,1,TQCB,439,439
RU000A109B33,bonds,TQCB,1,TQCB,436,436
RU000A109B82,bonds,TQCB,1,TQCB,435,435
RU000A109DK8,bonds,TQCB,1,TQCB,339,339
RU000A109DP7,bonds,TQCB,1,TQCB,433,433
RU000A109DT9,bonds,TQCB,1,TQCB,432,432
RU000A109DV5,bonds,TQCB,1,TQCB,432,432
RU000A109DY9,bonds,TQCB,1,TQCB,432,432
RU000A109E71,bonds,TQCB,1,TQCB,431,431
RU000A109EG4,bonds,TQCB,1,TQCB,294,294
RU000A109F05,bonds,TQCB,1,TQCB,429,429
RU000A109HX2,bonds,TQCB,1,TQCB,425,425
RU000A109JS8,bonds,TQCB,1,TQCB,423,423
RU000A109JW0,bonds,TQCB,1,TQCB,422,422
RU000A109JX8,bonds,TQCB,1,TQCB,422,422
RU000A109JY6,bonds,TQCB,1,TQCB,422,422
RU000A109JZ3,bonds,TQCB,1,TQCB,422,422
RU000A109K40,bonds,TQCB,1,TQCB,421,421
RU000A109KC0,bonds,TQCB,1,TQCB,117,117
RU000A109KL1,bonds,TQCB,1,TQCB,418,418
RU000A109KT4,bonds,TQCB,1,TQCB,419,419
RU000A109KV0,bonds,TQCB,1,TQCB,419,419
RU000A109KW8,bonds,TQCB,1,TQCB,419,419
RU000A109KX6,bonds,TQCB,1,TQCB,416,416
RU000A109KY4,bonds,TQCB,1,TQCB,419,419
RU000A109L49,bonds,TQCB,1,TQCB,418,418
RU000A109L72,bonds,TQCB,1,TQCB,417,417
RU000A109L98,bonds,TQCB,1,TQCB,417,417
RU000A109LC8,bonds,TQCB,1,TQCB,417,417
RU000A109NA8,bonds,TQCB,1,TQCB,414,414
RU000A109NC4,bonds,TQCB,1,TQCB,408,408
RU000A109NF7,bonds,TQCB,1,TQCB,413,413
RU000A109NH3,bonds,TQCB,1,TQCB,391,391
RU000A109NJ9,bonds,TQCB,1,TQCB,393,393
RU000A109NM3,bonds,TQCB,1,TQCB,413,413
RU000A109NR2,bonds,TQCB,1,TQCB,412,412
RU000A109PF2,bonds,TQCB,1,TQCB,411,411
RU000A109PK2,bonds,TQCB,1,TQCB,410,410
RU000A109PP1,bonds,TQCB,1,TQCB,406,406
RU000A109QN4,bonds,TQCB,1,TQCB,409,409
RU000A109QQ7,bonds,TQCB,1,TQCB,287,287
RU000A109QT1,bonds,TQCB,1,TQCB,387,387
RU000A109R19,bonds,TQCB,1,TQCB,406,406
RU000A109R50,bonds,TQCB,1,TQCB,407,407
RU000A109RF8,bonds,TQCB,1,TQCB,407,407
RU000A109RR3,bonds,TQCB,1,TQCB,405,405
RU000A109S91,bonds,TQCB,1,TQCB,404,404
RU000A109SM2,bonds,TQCB,1,TQCB,402,402
RU000A109SP5,bonds,TQCB,1,TQCB,402,402
RU000A109SZ4,bonds,TQCB,1,TQCB,400,400
RU000A109T41,bonds,TQCB,1,TQCB,400,400
RU000A109T74,bonds,TQCB,1,TQCB,400,400
RU000A109TF4,bonds,TQCB,1,TQCB,399,399
RU000A109TG2,bonds,TQCB,1,TQCB,399,399
RU000A109TJ6,bonds,TQCB,1,TQCB,399,399
RU000A109TW9,bonds,TQCB,1,TQCB,397,397
RU000A109U97,bonds,TQCB,1,TQCB,397,397
RU000A109UD7,bonds,TQCB,1,TQCB,396,396
RU000A109UE5,bonds,TQCB,1,TQCB,396,396
RU000A109VJ2,bonds,TQCB,1,TQCB,394,394
RU000A109VK0,bonds,TQCB,1,TQCB,394,394
RU000A109VL8,bonds,TQCB,1,TQCB,394,394
RU000A109VM6,bonds,TQCB,1,TQCB,394,394
RU000A109XN0,bonds,TQCB,1,TQCB,392,392
RU000A109XR1,bonds,TQCB,1,TQCB,392,392
RU000A109ZQ8,bonds,TQCB,1,TQCB,389,389
RU000A10A026,bonds,TQCB,1,TQCB,384,384
RU000A10A125,bonds,TQCB,1,TQCB,379,379
RU000A10A141,bonds,TQCB,1,TQCB,383,383
RU000A10A1N4,bonds,TQCB,1,TQCB,382,382
RU000A10A1P9,bonds,TQCB,1,TQCB,382,382
RU000A10A1W5,bonds,TQCB,1,TQCB,73,73
RU000A10A232,bonds,TQCB,1,TQCB,355,355
RU000A10A349,bonds,TQCB,1,TQCB,380,380
RU000A10A398,bonds,TQCB,1,TQCB,379,379
RU000A10A3Q3,bonds,TQCB,1,TQCB,377,377
RU000A10A3W1,bonds,TQCB,1,TQCB,226,226
RU000A10A3Z4,bonds,TQCB,1,TQCB,376,376
RU000A10A414,bonds,TQCB,1,TQCB,376,376
RU000A10A4C1,bonds,TQCB,1,TQCB,375,375
RU000A10A4N8,bonds,TQCB,1,TQCB,118,118
RU000A10A4S7,bonds,TQCB,1,TQCB,374,374
RU000A10A505,bonds,TQCB,1,TQCB,373,373
RU000A10A554,bonds,TQCB,1,TQCB,372,372
RU000A10A5H7,bonds,TQCB,1,TQCB,138,138
RU000A10A6B8,bonds,TQCB,1,TQCB,360,360
RU000A10A6C6,bonds,TQCB,1,TQCB,370,370
RU000A10A6J1,bonds,TQCB,1,TQCB,370,370
RU000A10A6U8,bonds,TQCB,1,TQCB,369,369
RU000A10A6V6,bonds,TQCB,1,TQCB,363,363
RU000A10A6W4,bonds,TQCB,1,TQCB,369,369
RU000A10A794,bonds,TQCB,1,TQCB,366,366
RU000A10A7A8,bonds,TQCB,1,TQCB,367,367
RU000A10A7C4,bonds,TQCB,1,TQCB,367,367
RU000A10A7H3,bonds,TQCB,1,TQCB,367,367
RU000A10A7S0,bonds,TQCB,1,TQCB,366,366
RU000A10A7Y8,bonds,TQCB,1,TQCB,364,364
RU000A10A802,bonds,TQCB,1,TQCB,364,364
RU000A10A810,bonds,TQCB,1,TQCB,364,364
RU000A10A828,bonds,TQCB,1,TQCB,364,364
RU000A10A836,bonds,TQCB,1,TQCB,364,364
RU000A10A844,bonds,TQCB,1,TQCB,364,364
RU000A10A851,bonds,TQCB,1,TQCB,364,364
RU000A10A869,bonds,TQCB,1,TQCB,365,365
RU000A10A877,bonds,TQCB,1,TQCB,362,362
RU000A10A893,bonds,TQCB,1,TQCB,364,364
RU000A10A8A6,bonds,TQCB,1,TQCB,364,364
RU000A10A8E8,bonds,TQCB,1,TQCB,364,364
RU000A10A8H1,bonds,TQCB,1,TQCB,365,365
RU000A10A9Z1,bonds,TQCB,1,TQCB,363,363
RU000A10AA10,bonds,TQCB,1,TQCB,363,363
RU000A10AA28,bonds,TQCB,1,TQCB,363,363
RU000A10AA44,bonds,TQCB,1,TQCB,10,10
RU000A10AAQ4,bonds,TQCB,1,TQCB,360,360
RU000A10AAU6,bonds,TQCB,1,TQCB,360,360
RU000A10ABC2,bonds,TQCB,1,TQCB,359,359
RU000A10ABK5,bonds,TQCB,1,TQCB,359,359
RU000A10AC67,bonds,TQCB,1,TQCB,351,351
RU000A10AC75,bonds,TQCB,1,TQCB,356,356
RU000A10AC91,bonds,TQCB,1,TQCB,357,357
RU000A10ACF3,bonds,TQCB,1,TQCB,356,356
RU000A10AG30,bonds,TQCB,1,TQCB,283,283
RU000A10ADD6,bonds,TQCB,1,TQCB,356,356
RU000A10ADJ3,bonds,TQCB,1,TQCB,356,356
RU000A10AEB8,bonds,TQCB,1,TQCB,355,355
RU000A10AHA3,bonds,TQCB,1,TQCB,350,350
RU000A10AEE2,bonds,TQCB,1,TQCB,355,355
RU000A10AHC9,bonds,TQCB,1,TQCB,350,350
RU000A10AEF9,bonds,TQCB,1,TQCB,355,355
RU000A10AEG7,bonds,TQCB,1,TQCB,354,354
RU000A10AF49,bonds,TQCB,1,TQCB,305,305
RU000A10AHE5,bonds,TQCB,1,TQCB,350,350
RU000A10AR52,bonds,TQCB,1,TQCB,292,292
RU000A10AFQ3,bonds,TQCB,1,TQCB,352,352
RU000A10AFT7,bonds,TQCB,1,TQCB,352,352
RU000A10AFW1,bonds,TQCB,1,TQCB,352,352
RU000A10AFX9,bonds,TQCB,1,TQCB,352,352
RU000A10AG22,bonds,TQCB,1,TQCB,351,351
RU000A10AG48,bonds,TQCB,1,TQCB,351,351
RU000A10AHB1,bonds,TQCB,1,TQCB,350,350
RU000A10AHD7,bonds,TQCB,1,TQCB,350,350
RU000A10AHJ4,bonds,TQCB,1,TQCB,349,349
RU000A10AR60,bonds,TQCB,1,TQCB,303,303
RU000A10AHM8,bonds,TQCB,1,TQCB,348,348
RU000A10AHN6,bonds,TQCB,1,TQCB,348,348
RU000A10AHP1,bonds,TQCB,1,TQCB,349,349
RU000A10AHU1,bonds,TQCB,1,TQCB,348,348
RU000A10AMY3,bonds,TQCB,1,TQCB,338,338
RU000A10ANT1,bonds,TQCB,1,TQCB,328,328
RU000A10BA35,bonds,TQCB,1,TQCB,250,250
RU000A10ANY1,bonds,TQCB,1,TQCB,115,115
RU000A10AQD8,bonds,TQCB,1,TQCB,331,331
RU000A10ARR6,bonds,TQCB,1,TQCB,329,329
RU000A10ARZ9,bonds,TQCB,1,TQCB,328,328
RU000A10AS02,bonds,TQCB,1,TQCB,328,328
RU000A10AS28,bonds,TQCB,1,TQCB,323,323
RU000A10ASB8,bonds,TQCB,1,TQCB,327,327
RU000A10ASC6,bonds,TQCB,1,TQCB,327,327
RU000A10ASD4,bonds,TQCB,1,TQCB,327,327
RU000A10ASE2,bonds,TQCB,1,TQCB,327,327
RU000A10ASF9,bonds,TQCB,1,TQCB,326,326
RU000A10ASS2,bonds,TQCB,1,TQCB,326,326
RU000A10AST0,bonds,TQCB,1,TQCB,311,311
RU000A10ASW4,bonds,TQCB,1,TQCB,325,325
RU000A10ASY0,bonds,TQCB,1,TQCB,140,140
RU000A10AT01,bonds,TQCB,1,TQCB,325,325
RU000A10AT27,bonds,TQCB,1,TQCB,307,307
RU000A10AT35,bonds,TQCB,1,TQCB,291,291
RU000A10ATC4,bonds,TQCB,1,TQCB,323,323
RU000A10ATR2,bonds,TQCB,1,TQCB,323,323
RU000A10ATS0,bonds,TQCB,1,TQCB,322,322
RU000A10BA43,bonds,TQCB,1,TQCB,126,126
RU000A10ATW2,bonds,TQCB,1,TQCB,307,307
RU000A10AU73,bonds,TQCB,1,TQCB,321,321
RU000A10AUE8,bonds,TQCB,1,TQCB,320,320
RU000A10AUG3,bonds,TQCB,1,TQCB,319,319
RU000A10AUX8,bonds,TQCB,1,TQCB,319,319
RU000A10AV15,bonds,TQCB,1,TQCB,318,318
RU000A10AV23,bonds,TQCB,1,TQCB,301,301
RU000A10AV98,bonds,TQCB,1,TQCB,317,317
RU000A10AX05,bonds,TQCB,1,TQCB,165,165
RU000A10AX13,bonds,TQCB,1,TQCB,214,214
RU000A10AXH5,bonds,TQCB,1,TQCB,315,315
RU000A10AXK9,bonds,TQCB,1,TQCB,315,315
RU000A10AXP8,bonds,TQCB,1,TQCB,315,315
RU000A10AXW4,bonds,TQCB,1,TQCB,314,314
RU000A10AYB6,bonds,TQCB,1,TQCB,300,300
RU000A10AYD2,bonds,TQCB,1,TQCB,312,312
RU000A10AYF7,bonds,TQCB,1,TQCB,312,312
RU000A10AYM3,bonds,TQCB,1,TQCB,309,309
RU000A10AYU6,bonds,TQCB,1,TQCB,310,310
RU000A10AYW2,bonds,TQCB,1,TQCB,310,310
RU000A10AZ45,bonds,TQCB,1,TQCB,309,309
RU000A10AZ60,bonds,TQCB,1,TQCB,309,309
RU000A10AZ78,bonds,TQCB,1,TQCB,226,226
RU000A10AZF4,bonds,TQCB,1,TQCB,308,308
RU000A10AZG2,bonds,TQCB,1,TQCB,308,308
RU000A10AZN8,bonds,TQCB,1,TQCB,307,307
RU000A10AZY5,bonds,TQCB,1,TQCB,305,305
RU000A10B008,bonds,TQCB,1,TQCB,305,305
RU000A10B024,bonds,TQCB,1,TQCB,305,305
RU000A10B081,bonds,TQCB,1,TQCB,304,304
RU000A10B0A2,bonds,TQCB,1,TQCB,304,304
RU000A10B0B0,bonds,TQCB,1,TQCB,304,304
RU000A10B0C8,bonds,TQCB,1,TQCB,304,304
RU000A10B0J3,bonds,TQCB,1,TQCB,303,303
RU000A10BJ85,bonds,TQCB,1,TQCB,264,264
RU000A10BSQ4,bonds,TQCB,1,TQCB,235,235
RU000A10B0R6,bonds,TQCB,1,TQCB,303,303
RU000A10B0S4,bonds,TQCB,1,TQCB,303,303
RU000A10BVN5,bonds,TQCB,1,TQCB,161,161
RU000A10B0T2,bonds,TQCB,1,TQCB,140,140
RU000A10B0U0,bonds,TQCB,1,TQCB,303,303
RU000A10B0Z9,bonds,TQCB,1,TQCB,302,302
RU000A10B115,bonds,TQCB,1,TQCB,302,302
RU000A10B1N3,bonds,TQCB,1,TQCB,301,301
RU000A10B1Q6,bonds,TQCB,1,TQCB,301,301
RU000A10B1X2,bonds,TQCB,1,TQCB,300,300
RU000A10B214,bonds,TQCB,1,TQCB,299,299
RU000A10B255,bonds,TQCB,1,TQCB,299,299
RU000A10B263,bonds,TQCB,1,TQCB,299,299
RU000A10B2D2,bonds,TQCB,1,TQCB,298,298
RU000A10B2F7,bonds,TQCB,1,TQCB,298,298
RU000A10B2J9,bonds,TQCB,1,TQCB,298,298
RU000A10B2M3,bonds,TQCB,1,TQCB,298,298
RU000A10B2P6,bonds,TQCB,1,TQCB,297,297
RU000A10B2T8,bonds,TQCB,1,TQCB,297,297
RU000A10B2U6,bonds,TQCB,1,TQCB,297,297
RU000A10B2X0,bonds,TQCB,1,TQCB,292,292
RU000A10B313,bonds,TQCB,1,TQCB,294,294
RU000A10B347,bonds,TQCB,1,TQCB,297,297
RU000A10B354,bonds,TQCB,1,TQCB,296,296
RU000A10B3A6,bonds,TQCB,1,TQCB,296,296
RU000A10B3C2,bonds,TQCB,1,TQCB,296,296
RU000A10B3Q2,bonds,TQCB,1,TQCB,292,292
RU000A10B3S8,bonds,TQCB,1,TQCB,292,292
RU000A10B3T6,bonds,TQCB,1,TQCB,296,296
RU000A10B3W0,bonds,TQCB,1,TQCB,295,295
RU000A10B3X8,bonds,TQCB,1,TQCB,295,295
RU000A10B3Y6,bonds,TQCB,1,TQCB,295,295
RU000A10B3Z3,bonds,TQCB,1,TQCB,295,295
RU000A10B420,bonds,TQCB,1,TQCB,294,294
RU000A10B461,bonds,TQCB,1,TQCB,293,293
RU000A10B487,bonds,TQCB,1,TQCB,293,293
RU000A10B495,bonds,TQCB,1,TQCB,293,293
RU000A10B4A4,bonds,TQCB,1,TQCB,293,293
RU000A10B4D8,bonds,TQCB,1,TQCB,293,293
RU000A10B4F3,bonds,TQCB,1,TQCB,293,293
RU000A10B4H9,bonds,TQCB,1,TQCB,292,292
RU000A10B4J5,bonds,TQCB,1,TQCB,292,292
RU000A10B4K3,bonds,TQCB,1,TQCB,292,292
RU000A10B4L1,bonds,TQCB,1,TQCB,292,292
RU000A10BXW2,bonds,TQCB,1,TQCB,222,222
RU000A10B4T4,bonds,TQCB,1,TQCB,291,291
RU000A10B4U2,bonds,TQCB,1,TQCB,291,291
RU000A10B4V0,bonds,TQCB,1,TQCB,290,290
RU000A10B4W8,bonds,TQCB,1,TQCB,291,291
RU000A10B4X6,bonds,TQCB,1,TQCB,291,291
RU000A10B5A1,bonds,TQCB,1,TQCB,290,290
RU000A10B5C7,bonds,TQCB,1,TQCB,289,289
RU000A10B5S3,bonds,TQCB,1,TQCB,203,203
RU000A10B6K8,bonds,TQCB,1,TQCB,288,288
RU000A10B6W3,bonds,TQCB,1,TQCB,168,168
RU000A10B6Z6,bonds,TQCB,1,TQCB,119,119
RU000A10C3P3,bonds,TQCB,1,TQCB,210,210
RU000A10B727,bonds,TQCB,1,TQCB,288,288
RU000A10B735,bonds,TQCB,1,TQCB,288,288
RU000A10B7D1,bonds,TQCB,1,TQCB,286,286
RU000A10B7H2,bonds,TQCB,1,TQCB,285,285
RU000A10B7J8,bonds,TQCB,1,TQCB,285,285
RU000A10B7N0,bonds,TQCB,1,TQCB,284,284
RU000A10B7S9,bonds,TQCB,1,TQCB,284,284
RU000A10B7T7,bonds,TQCB,1,TQCB,284,284
RU000A10B7W1,bonds,TQCB,1,TQCB,283,283
RU000A10B8C1,bonds,TQCB,1,TQCB,282,282
RU000A10B8D9,bonds,TQCB,1,TQCB,280,280
RU000A10B8M0,bonds,TQCB,1,TQCB,281,281
RU000A10CF39,bonds,TQCB,1,TQCB,62,62
RU000A10B8P3,bonds,TQCB,1,TQCB,281,281
RU000A10B8R9,bonds,TQCB,1,TQCB,281,281
RU000A10B8X7,bonds,TQCB,1,TQCB,280,280
RU000A10B925,bonds,TQCB,1,TQCB,280,280
RU000A10B933,bonds,TQCB,1,TQCB,280,280
RU000A10B9Q9,bonds,TQCB,1,TQCB,279,279
RU000A10BA50,bonds,TQCB,1,TQCB,210,210
RU000A10CQB8,bonds,TQCB,1,TQCB,167,167
RU000A10BA68,bonds,TQCB,1,TQCB,149,149
RU000A10BA76,bonds,TQCB,1,TQCB,211,211
RU000A10BAN9,bonds,TQCB,1,TQCB,215,215
RU000A10BAP4,bonds,TQCB,1,TQCB,277,277
RU000A10BB75,bonds,TQCB,1,TQCB,278,278
RU000A10BB83,bonds,TQCB,1,TQCB,278,278
RU000A10BBD8,bonds,TQCB,1,TQCB,277,277
RU000A10BBE6,bonds,TQCB,1,TQCB,277,277
RU000A10BBG1,bonds,TQCB,1,TQCB,277,277
RU000A10BBW8,bonds,TQCB,1,TQCB,275,275
RU000A10BF48,bonds,TQCB,1,TQCB,271,271
RU000A10BF63,bonds,TQCB,1,TQCB,129,129
RU000A10BFG2,bonds,TQCB,1,TQCB,273,273
RU000A10BFJ6,bonds,TQCB,1,TQCB,272,272
RU000A10BFK4,bonds,TQCB,1,TQCB,272,272
RU000A10BFL2,bonds,TQCB,1,TQCB,272,272
RU000A10BFM0,bonds,TQCB,1,TQCB,272,272
RU000A10BFP3,bonds,TQCB,1,TQCB,271,271
RU000A10BFX7,bonds,TQCB,1,TQCB,270,270
RU000A10BFZ2,bonds,TQCB,1,TQCB,270,270
RU000A10BG05,bonds,TQCB,1,TQCB,270,270
RU000A10BG13,bonds,TQCB,1,TQCB,270,270
RU000A10BGC9,bonds,TQCB,1,TQCB,268,268
RU000A10BGF2,bonds,TQCB,1,TQCB,268,268
RU000A10BGH8,bonds,TQCB,1,TQCB,268,268
RU000A10BGJ4,bonds,TQCB,1,TQCB,268,268
RU000A10BGU1,bonds,TQCB,1,TQCB,267,267
RU000A10BGW7,bonds,TQCB,1,TQCB,267,267
RU000A10BGY3,bonds,TQCB,1,TQCB,267,267
RU000A10BHX3,bonds,TQCB,1,TQCB,265,265
RU000A10BJL4,bonds,TQCB,1,TQCB,261,261
RU000A10BJX9,bonds,TQCB,1,TQCB,244,244
RU000A10BK09,bonds,TQCB,1,TQCB,260,260
RU000A10BK17,bonds,TQCB,1,TQCB,260,260
RU000A10BL73,bonds,TQCB,1,TQCB,240,240
RU000A10BLG0,bonds,TQCB,1,TQCB,254,254
RU000A10BM56,bonds,TQCB,1,TQCB,250,250
RU000A10BNE1,bonds,TQCB,1,TQCB,249,249
RU000A10BNF8,bonds,TQCB,1,TQCB,249,249
RU000A10BNK8,bonds,TQCB,1,TQCB,249,249
RU000A10BNM4,bonds,TQCB,1,TQCB,249,249
RU000A10BP38,bonds,TQCB,1,TQCB,247,247
RU000A10BP46,bonds,TQCB,1,TQCB,247,247
RU000A10BP53,bonds,TQCB,1,TQCB,247,247
RU000A10BP79,bonds,TQCB,1,TQCB,247,247
RU000A10BP87,bonds,TQCB,1,TQCB,247,247
RU000A10BPC0,bonds,TQCB,1,TQCB,131,131
RU000A10BPD8,bonds,TQCB,1,TQCB,203,203
RU000A10BPF3,bonds,TQCB,1,TQCB,245,245
RU000A10BPN7,bonds,TQCB,1,TQCB,245,245
RU000A10BPP2,bonds,TQCB,1,TQCB,245,245
RU000A10BPQ0,bonds,TQCB,1,TQCB,245,245
RU000A10BPX6,bonds,TQCB,1,TQCB,244,244
RU000A10BPZ1,bonds,TQCB,1,TQCB,244,244
RU000A10BQ03,bonds,TQCB,1,TQCB,244,244
RU000A10BQ60,bonds,TQCB,1,TQCB,243,243
RU000A10BQ78,bonds,TQCB,1,TQCB,243,243
RU000A10BQB0,bonds,TQCB,1,TQCB,242,242
RU000A10BQC8,bonds,TQCB,1,TQCB,242,242
RU000A10BQD6,bonds,TQCB,1,TQCB,242,242
RU000A10BQF1,bonds,TQCB,1,TQCB,241,241
RU000A10BQH7,bonds,TQCB,1,TQCB,241,241
RU000A10BQK1,bonds,TQCB,1,TQCB,223,223
RU000A10BQM7,bonds,TQCB,1,TQCB,240,240
RU000A10BQR6,bonds,TQCB,1,TQCB,224,224
RU000A10BQU0,bonds,TQCB,1,TQCB,240,240
RU000A10BQV8,bonds,TQCB,1,TQCB,240,240
RU000A10BQX4,bonds,TQCB,1,TQCB,240,240
RU000A10BR02,bonds,TQCB,1,TQCB,238,238
RU000A10BR10,bonds,TQCB,1,TQCB,195,195
RU000A10BR51,bonds,TQCB,1,TQCB,222,222
RU000A10BRG7,bonds,TQCB,1,TQCB,102,102
RU000A10BRM5,bonds,TQCB,1,TQCB,239,239
RU000A10BRN3,bonds,TQCB,1,TQCB,238,238
RU000A10BRR4,bonds,TQCB,1,TQCB,238,238
RU000A10BS68,bonds,TQCB,1,TQCB,236,236
RU000A10BS76,bonds,TQCB,1,TQCB,236,236
RU000A10BSL5,bonds,TQCB,1,TQCB,236,236
RU000A10BT00,bonds,TQCB,1,TQCB,233,233
RU000A10BT34,bonds,TQCB,1,TQCB,233,233
RU000A10BTA6,bonds,TQCB,1,TQCB,232,232
RU000A10BTC2,bonds,TQCB,1,TQCB,232,232
RU000A10BTJ7,bonds,TQCB,1,TQCB,231,231
RU000A10BTQ2,bonds,TQCB,1,TQCB,231,231
RU000A10BTT6,bonds,TQCB,1,TQCB,231,231
RU000A10BTU4,bonds,TQCB,1,TQCB,231,231
RU000A10BU07,bonds,TQCB,1,TQCB,230,230
RU000A10BU23,bonds,TQCB,1,TQCB,230,230
RU000A10BU31,bonds,TQCB,1,TQCB,230,230
RU000A10BUK3,bonds,TQCB,1,TQCB,226,226
RU000A10BUM9,bonds,TQCB,1,TQCB,228,228
RU000A10CQJ1,bonds,TQCB,1,TQCB,142,142
