secid,market,chosen_boardid,n_boards,all_boards,chosen_board_nobs,max_board_nobs
RU000A10EKZ6,bonds,TQCB,1,TQCB,43,43
RU000A10EL13,bonds,TQCB,1,TQCB,43,43
RU000A10EL21,bonds,TQCB,1,TQCB,43,43
RU000A10EL70,bonds,TQCB,1,TQCB,18,18
RU000A10EL88,bonds,TQCB,1,TQCB,17,17
RU000A10ELF6,bonds,TQCB,1,TQCB,42,42
RU000A10EMF4,bonds,TQCB,1,TQCB,40,40
RU000A10EMG2,bonds,TQCB,1,TQCB,40,40
RU000A10EMJ6,bonds,TQCB,1,TQCB,40,40
RU000A10EML2,bonds,TQCB,1,TQCB,40,40
RU000A10EMM0,bonds,TQCB,1,TQCB,40,40
RU000A10EMS7,bonds,TQCB,1,TQCB,39,39
RU000A10EMU3,bonds,TQCB,1,TQCB,39,39
RU000A10EN11,bonds,TQCB,1,TQCB,38,38
RU000A10EN29,bonds,TQCB,1,TQCB,38,38
RU000A10EN37,bonds,TQCB,1,TQCB,38,38
RU000A10EN52,bonds,TQCB,1,TQCB,37,37
RU000A10EN60,bonds,TQCB,1,TQCB,37,37
RU000A10EN78,bonds,TQCB,1,TQCB,37,37
RU000A10ENA3,bonds,TQCB,1,TQCB,37,37
RU000A10ENP1,bonds,TQCB,1,TQCB,22,22
RU000A10ENS5,bonds,TQCB,1,TQCB,36,36
RU000A10ENT3,bonds,TQCB,1,TQCB,36,36
RU000A10ENU1,bonds,TQCB,1,TQCB,35,35
RU000A10EP43,bonds,TQCB,1,TQCB,13,13
RU000A10EP92,bonds,TQCB,1,TQCB,7,7
RU000A10EPA8,bonds,TQCB,1,TQCB,6,6
RU000A10EPQ4,bonds,TQCB,1,TQCB,35,35
RU000A10EPT8,bonds,TQCB,1,TQCB,35,35
RU000A10EPU6,bonds,TQCB,1,TQCB,35,35
RU000A10EPV4,bonds,TQCB,1,TQCB,35,35
RU000A10EPW2,bonds,TQCB,1,TQCB,35,35
RU000A10EPX0,bonds,TQCB,1,TQCB,35,35
RU000A10EQ34,bonds,TQCB,1,TQCB,34,34
RU000A10EQ75,bonds,TQCB,1,TQCB,34,34
RU000A10EQ83,bonds,TQCB,1,TQCB,34,34
RU000A10EQD0,bonds,TQCB,1,TQCB,33,33
RU000A10EQE8,bonds,TQCB,1,TQCB,33,33
RU000A10EQF5,bonds,TQCB,1,TQCB,32,32
RU000A10EQG3,bonds,TQCB,1,TQCB,33,33
RU000A10EQV2,bonds,TQCB,1,TQCB,31,31
RU000A10ER41,bonds,TQCB,1,TQCB,30,30
RU000A10ER66,bonds,TQCB,1,TQCB,31,31
RU000A10ERA4,bonds,TQCB,1,TQCB,30,30
RU000A10ERC0,bonds,TQCB,1,TQCB,30,30
RU000A10ERD8,bonds,TQCB,1,TQCB,30,30
RU000A10ERE6,bonds,TQCB,1,TQCB,30,30
RU000A10ERH9,bonds,TQCB,1,TQCB,30,30
RU000A10ERS6,bonds,TQCB,1,TQCB,28,28
RU000A10ERV0,bonds,TQCB,1,TQCB,28,28
RU000A10ES16,bonds,TQCB,1,TQCB,28,28
RU000A10ES24,bonds,TQCB,1,TQCB,28,28
RU000A10ES32,bonds,TQCB,1,TQCB,28,28
RU000A10ES57,bonds,TQCB,1,TQCB,27,27
RU000A10ESF1,bonds,TQCB,1,TQCB,26,26
RU000A10ESM7,bonds,TQCB,1,TQCB,25,25
RU000A10ESN5,bonds,TQCB,1,TQCB,25,25
RU000A10EST2,bonds,TQCB,1,TQCB,25,25
RU000A10ET56,bonds,TQCB,1,TQCB,24,24
RU000A10ETL7,bonds,TQCB,1,TQCB,23,23
RU000A10ETM5,bonds,TQCB,1,TQCB,13,13
RU000A10ETQ6,bonds,TQCB,1,TQCB,23,23
RU000A10ETT0,bonds,TQCB,1,TQCB,23,23
RU000A10EV52,bonds,TQCB,1,TQCB,22,22
RU000A10EV60,bonds,TQCB,1,TQCB,22,22
RU000A10EVH1,bonds,TQCB,1,TQCB,21,21
RU000A10EVJ7,bonds,TQCB,1,TQCB,21,21
RU000A10EW44,bonds,TQCB,1,TQCB,20,20
RU000A10EW51,bonds,TQCB,1,TQCB,20,20
RU000A10EW77,bonds,TQCB,1,TQCB,4,4
RU000A10EW85,bonds,TQCB,1,TQCB,8,8
RU000A10EWA4,bonds,TQCB,1,TQCB,7,7
RU000A10EWL1,bonds,TQCB,1,TQCB,19,19
RU000A10EX35,bonds,TQCB,1,TQCB,18,18
RU000A10EXF1,bonds,TQCB,1,TQCB,17,17
RU000A10EXG9,bonds,TQCB,1,TQCB,17,17
RU000A10EXJ3,bonds,TQCB,1,TQCB,17,17
RU000A10EXK1,bonds,TQCB,1,TQCB,17,17
RU000A10EXS4,bonds,TQCB,1,TQCB,16,16
RU000A10EXU0,bonds,TQCB,1,TQCB,16,16
RU000A10EXW6,bonds,TQCB,1,TQCB,16,16
RU000A10EXZ9,bonds,TQCB,1,TQCB,15,15
RU000A10EY26,bonds,TQCB,1,TQCB,14,14
RU000A10EYG7,bonds,TQCB,1,TQCB,14,14
RU000A10EYH5,bonds,TQCB,1,TQCB,13,13
RU000A10EYJ1,bonds,TQCB,1,TQCB,13,13
RU000A10EYT0,bonds,TQCB,1,TQCB,13,13
RU000A10EYU8,bonds,TQCB,1,TQCB,13,13
RU000A10EYV6,bonds,TQCB,1,TQCB,13,13
RU000A10EYW4,bonds,TQCB,1,TQCB,13,13
RU000A10EYX2,bonds,TQCB,1,TQCB,13,13
RU000A10EYY0,bonds,TQCB,1,TQCB,13,13
RU000A10F0W2,bonds,TQCB,1,TQCB,12,12
RU000A10F0X0,bonds,TQCB,1,TQCB,12,12
RU000A10F108,bonds,TQCB,1,TQCB,11,11
RU000A10F140,bonds,TQCB,1,TQCB,11,11
RU000A10F470,bonds,TQCB,1,TQCB,8,8
RU000A10F4Z7,bonds,TQCB,1,TQCB,6,6
RU000A10F512,bonds,TQCB,1,TQCB,6,6
RU000A10F595,bonds,TQCB,1,TQCB,3,3
RU000A10F5F6,bonds,TQCB,1,TQCB,2,2
SU26207RMFS9,bonds,TQOB,1,TQOB,2119,2119
SU26212RMFS9,bonds,TQOB,1,TQOB,2119,2119
SU26218RMFS6,bonds,TQOB,1,TQOB,2119,2119
SU26219RMFS4,bonds,TQOB,1,TQOB,2119,2119
SU26221RMFS0,bonds,TQOB,1,TQOB,2119,2119
SU26224RMFS4,bonds,TQOB,1,TQOB,2076,2076
SU26225RMFS1,bonds,TQOB,1,TQOB,2081,2081
SU26226RMFS9,bonds,TQOB,1,TQOB,1842,1842
SU26228RMFS5,bonds,TQOB,1,TQOB,1788,1788
SU26230RMFS1,bonds,TQOB,1,TQOB,1751,1751
SU26232RMFS7,bonds,TQOB,1,TQOB,1627,1627
SU26233RMFS5,bonds,TQOB,1,TQOB,1525,1525
SU26235RMFS0,bonds,TQOB,1,TQOB,1408,1408
SU26236RMFS8,bonds,TQOB,1,TQOB,1389,1389
SU26237RMFS6,bonds,TQOB,1,TQOB,1244,1244
SU26238RMFS4,bonds,TQOB,1,TQOB,1244,1244
SU26239RMFS2,bonds,TQOB,1,TQOB,1249,1249
SU26240RMFS0,bonds,TQOB,1,TQOB,1228,1228
SU26241RMFS8,bonds,TQOB,1,TQOB,888,888
SU26242RMFS6,bonds,TQOB,1,TQOB,839,839
SU26243RMFS4,bonds,TQOB,1,TQOB,739,739
SU26244RMFS2,bonds,TQOB,1,TQOB,644,644
SU26245RMFS9,bonds,TQOB,1,TQOB,440,440
SU26246RMFS7,bonds,TQOB,1,TQOB,504,504
SU26247RMFS5,bonds,TQOB,1,TQOB,470,470
SU26248RMFS3,bonds,TQOB,1,TQOB,475,475
SU26249RMFS1,bonds,TQOB,1,TQOB,216,216
SU26250RMFS9,bonds,TQOB,1,TQOB,221,221
SU26251RMFS7,bonds,TQOB,1,TQOB,146,146
SU26252RMFS5,bonds,TQOB,1,TQOB,141,141
SU26253RMFS3,bonds,TQOB,1,TQOB,121,121
SU26254RMFS1,bonds,TQOB,1,TQOB,116,116
SU29007RMFS0,bonds,TQOB,1,TQOB,2119,2119
SU29008RMFS8,bonds,TQOB,1,TQOB,2119,2119
SU29009RMFS6,bonds,TQOB,1,TQOB,2119,2119
SU29010RMFS4,bonds,TQOB,1,TQOB,2119,2119
SU29013RMFS8,bonds,TQOB,1,TQOB,1443,1443
SU29015RMFS3,bonds,TQOB,1,TQOB,1432,1432
SU29016RMFS1,bonds,TQOB,1,TQOB,1428,1428
SU29017RMFS9,bonds,TQOB,1,TQOB,1418,1418
SU29018RMFS7,bonds,TQOB,1,TQOB,1404,1404
SU29019RMFS5,bonds,TQOB,1,TQOB,1408,1408
SU29020RMFS3,bonds,TQOB,1,TQOB,1399,1399
SU29021RMFS1,bonds,TQOB,1,TQOB,907,907
SU29022RMFS9,bonds,TQOB,1,TQOB,888,888
SU29023RMFS7,bonds,TQOB,1,TQOB,873,873
SU29024RMFS5,bonds,TQOB,1,TQOB,772,772
SU29025RMFS2,bonds,TQOB,1,TQOB,664,664
SU29026RMFS0,bonds,TQOB,1,TQOB,365,365
SU29027RMFS8,bonds,TQOB,1,TQOB,360,360
SU29028RMFS6,bonds,TQOB,1,TQOB,126,126
SU29029RMFS4,bonds,TQOB,1,TQOB,126,126
SU46012RMFS9,bonds,TQOB,1,TQOB,2119,2119
SU46020RMFS2,bonds,TQOB,1,TQOB,2119,2119
SU46023RMFS6,bonds,TQOB,1,TQOB,2119,2119
SU52002RMFS1,bonds,TQOB,1,TQOB,2057,2057
SU52003RMFS9,bonds,TQOB,1,TQOB,1438,1438
SU52004RMFS7,bonds,TQOB,1,TQOB,1164,1164
SU52005RMFS4,bonds,TQOB,1,TQOB,806,806
XS0088543193,bonds,TQCB,1,TQCB,1668,1668
XS0114288789,bonds,TQCB,1,TQCB,1668,1668
XS0767473852,bonds,TQCB,1,TQCB,1668,1668
XS0971721963,bonds,TQCB,1,TQCB,1668,1668
XS1634369224,bonds,TQCB,1,TQCB,1063,1063
XS1760804184,bonds,TQCB,1,TQCB,1063,1063
XS1843437036,bonds,TQCB,1,TQCB,1063,1063
XS2120882183,bonds,TQCB,1,TQCB,1063,1063
XS2384174228,bonds,TQCB,1,TQCB,1063,1063
