market,period,window,horizon,tail_prob,spec_name,dependent,spec,n_obs,r2,adj_r2,aic,bic,param,coef,std_err_hac,t_hac,pvalue_hac
shares,baseline_2018,504,63,0.025,full,future_var,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.30826245699029353,0.21098686500455355,-410.30351097788196,-387.2628600458403,current_es,-0.7729334664989195,1.320995473257662,-0.585114394520077,0.5584708006144377
shares,baseline_2018,504,63,0.025,full,future_var,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.30826245699029353,0.21098686500455355,-410.30351097788196,-387.2628600458403,current_rv_ann,0.022015651879443186,0.1986540986116213,0.11082405061515939,0.9117558731947883
shares,baseline_2018,504,63,0.025,full,future_var,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.30826245699029353,0.21098686500455355,-410.30351097788196,-387.2628600458403,current_hill_alpha,-0.006011849212946203,0.003152612511191604,-1.90694200178565,0.05652809836517403
shares,baseline_2018,504,63,0.025,full,future_var,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.30826245699029353,0.21098686500455355,-410.30351097788196,-387.2628600458403,n_assets,0.0011937040627898578,0.0002499393665479184,4.775974586464357,1.7883897903934014e-06
shares,baseline_2018,504,63,0.025,full,future_var,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.30826245699029353,0.21098686500455355,-410.30351097788196,-387.2628600458403,regime_covid,-0.005240755746775739,0.008267989146020248,-0.6338609853277745,0.5261715490403327
shares,baseline_2018,504,63,0.025,full,future_var,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.30826245699029353,0.21098686500455355,-410.30351097788196,-387.2628600458403,regime_2022_2023,0.039562410874200364,0.021193323614795034,1.8667393370326253,0.0619379975702239
shares,baseline_2018,504,63,0.025,full,future_var,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.30826245699029353,0.21098686500455355,-410.30351097788196,-387.2628600458403,regime_post_2024,0.009948058829971506,0.029364098088981844,0.33878305404872183,0.7347731680730939
shares,baseline_2018,504,63,0.025,full,future_var,dq_es+dr_es_concentration+current_es+current_rv_ann+current_hill_alpha+n_assets+regime_covid+regime_2022_2023+regime_post_2024+near_2022_trade_break,74,0.30826245699029353,0.21098686500455355,-410.30351097788196,-387.2628600458403,near_2022_trade_break,-0.0038727232300004885,0.010946898528794949,-0.35377355694068024,0.7235085920717652
shares,baseline_2018,504,63,0.025,dq_only,future_rv_ann,dq_es,74,0.008307747403117238,-0.005465756105172748,-72.85171740311455,-68.2435872167062,const,0.2355217701597996,0.039024307218862436,6.035258200457174,1.587087130037058e-09
shares,baseline_2018,504,63,0.025,dq_only,future_rv_ann,dq_es,74,0.008307747403117238,-0.005465756105172748,-72.85171740311455,-68.2435872167062,dq_es,-0.06412673766527603,0.06456934644043995,-0.9931452182875633,0.3206391904967354
