market,period,window,horizon,tail_prob,dependent,spec_name,param,coef,t_hac,pvalue_hac,r2,n_obs
bonds,baseline_2018,252,63,0.025,future_rv_ann,dq_dr_current_es,dq_es,-0.12983087353760328,-1.6575272848325169,0.09741291722964962,0.04733861771026027,86
bonds,baseline_2018,252,63,0.025,future_rv_ann,dq_dr_current_es,dr_es_concentration,0.17257542010126778,0.7249303262436128,0.468494775121831,0.04733861771026027,86
bonds,baseline_2018,252,63,0.025,future_rv_ann,full,dq_es,0.010154586329907154,0.09331920855339611,0.9256499724512057,0.19508407664816718,86
bonds,baseline_2018,252,63,0.025,future_rv_ann,full,dr_es_concentration,-0.0907002398779511,-0.387196097270764,0.6986110391804586,0.19508407664816718,86
bonds,baseline_2018,252,63,0.025,future_mdd,dq_only,dq_es,-0.012427264151965002,-0.5388939157875263,0.5899600556196232,0.0030656770707092607,86
bonds,baseline_2018,252,63,0.025,future_mdd,dr_only,dr_es_concentration,0.03659451326429447,0.5105917179170734,0.6096369764017404,0.005548279917407917,86
bonds,baseline_2018,252,63,0.025,future_mdd,dq_dr,dq_es,-0.11512718666710534,-1.871261155950832,0.06130889178779438,0.06736747205759708,86
bonds,baseline_2018,252,63,0.025,future_mdd,dq_dr,dr_es_concentration,0.25701131514514264,1.58708966371846,0.11249233856815707,0.06736747205759708,86
bonds,baseline_2018,252,63,0.025,future_mdd,dq_dr_current_es,dq_es,-0.11345247030314055,-1.8570204107364054,0.06330825026527175,0.07433667194593507,86
bonds,baseline_2018,252,63,0.025,future_mdd,dq_dr_current_es,dr_es_concentration,0.2780783886757599,1.5991074459501537,0.10979673050515318,0.07433667194593507,86
bonds,baseline_2018,252,63,0.025,future_mdd,full,dq_es,0.06463014459526412,0.7240610379958,0.4690282630306196,0.2610612262205326,86
bonds,baseline_2018,252,63,0.025,future_mdd,full,dr_es_concentration,0.08130931242682057,0.43591485041881245,0.6628985101272913,0.2610612262205326,86
bonds,baseline_2018,252,63,0.025,future_tail_event,dq_only,dq_es,0.7079342606449529,1.8641301101151053,0.062303435065537136,0.04980922301073254,86
bonds,baseline_2018,252,63,0.025,future_tail_event,dr_only,dr_es_concentration,0.5591328861458427,0.628199128000317,0.5298735014747108,0.0064849263241592014,86
bonds,baseline_2018,252,63,0.025,future_tail_event,dq_dr,dq_es,2.0620982830450103,3.1969748993149945,0.0013887701087173761,0.10578162785524947,86
bonds,baseline_2018,252,63,0.025,future_tail_event,dq_dr,dr_es_concentration,-3.388858217180898,-2.3661113049989484,0.017976039151074114,0.10578162785524947,86
bonds,baseline_2018,252,63,0.025,future_tail_event,dq_dr_current_es,dq_es,2.1386123436376137,3.4560752056735127,0.0005481023738434313,0.17861517372452762,86
bonds,baseline_2018,252,63,0.025,future_tail_event,dq_dr_current_es,dr_es_concentration,-2.426350550023341,-1.5797219246357395,0.11417056239443638,0.17861517372452762,86
bonds,baseline_2018,252,63,0.025,future_tail_event,full,dq_es,2.306507123730649,2.76932099320587,0.005617326240699796,0.34484331734073126,86
bonds,baseline_2018,252,63,0.025,future_tail_event,full,dr_es_concentration,-2.8566936279626667,-1.5625306378439494,0.11816303407263135,0.34484331734073126,86
bonds,baseline_2018,252,63,0.05,future_es,dq_only,dq_es,-0.005532469009591261,-0.843219968936942,0.39910543230436724,0.009343801812983554,86
bonds,baseline_2018,252,63,0.05,future_es,dr_only,dr_es_concentration,-0.0029456446402446766,-0.12406028763568616,0.9012675410628708,0.00033770118857923137,86
bonds,baseline_2018,252,63,0.05,future_es,dq_dr,dq_es,-0.0127869420699674,-1.5993992436830866,0.10973192024741645,0.018667747047809602,86
bonds,baseline_2018,252,63,0.05,future_es,dq_dr,dr_es_concentration,0.02554122108383677,0.7416371477705455,0.45830721008937636,0.018667747047809602,86
bonds,baseline_2018,252,63,0.05,future_es,dq_dr_current_es,dq_es,-0.01614831159180388,-0.9595526112164551,0.3372804289979593,0.02019709796689806,86
bonds,baseline_2018,252,63,0.05,future_es,dq_dr_current_es,dr_es_concentration,0.0397806065324432,0.4913497020535877,0.6231791323127528,0.02019709796689806,86
bonds,baseline_2018,252,63,0.05,future_es,full,dq_es,0.006840690079120212,0.339206246820373,0.734454363671232,0.20040244268752816,86
bonds,baseline_2018,252,63,0.05,future_es,full,dr_es_concentration,-0.018088027279998326,-0.22118628618202305,0.8249473868726609,0.20040244268752816,86
bonds,baseline_2018,252,63,0.05,future_var,dq_only,dq_es,-0.005745909608606609,-1.8197424262799595,0.06879823909933942,0.0492376666151908,86
bonds,baseline_2018,252,63,0.05,future_var,dr_only,dr_es_concentration,-0.009894436715727864,-0.8388461134452793,0.4015556699291558,0.018614367314295555,86
bonds,baseline_2018,252,63,0.05,future_var,dq_dr,dq_es,-0.007993763337028604,-1.5116398560578226,0.1306255066501161,0.053611057648607185,86
bonds,baseline_2018,252,63,0.05,future_var,dq_dr,dr_es_concentration,0.007914141876870662,0.3887440708617804,0.6974654777095386,0.053611057648607185,86
