secid,n_obs,n_days,date_min,date_max,zero_share,abs_q99,abs_max,ann_vol,es_975,hill_alpha,period_days,coverage,passes_basic,prefix_preferred,selected,period,market
RU000A10B495,292,292,2025-03-21,2026-05-15,0.0,0.008970875908280967,0.0112799048369974,0.04513606172303315,0.0069289906475328115,2.872394482445129,2119,0.13780084945729118,False,True,False,baseline_2018,bonds
RU000A10B4A4,292,292,2025-03-21,2026-05-15,0.0,0.01399896204835376,0.0256521700722054,0.07482952764631477,0.014702147986924614,1.8737615311236588,2119,0.13780084945729118,False,True,False,baseline_2018,bonds
RU000A10B4D8,292,292,2025-03-21,2026-05-15,0.0,0.0062414312105204175,0.00962941349317077,0.0329361679216537,0.004340449151951026,4.54634915019879,2119,0.13780084945729118,False,True,False,baseline_2018,bonds
RU000A10B4F3,292,292,2025-03-21,2026-05-15,0.0,0.6541631137337192,0.677626065209006,2.3327802395284722,0.6550120746134414,17.974074462127188,2119,0.13780084945729118,False,True,False,baseline_2018,bonds
RU000A10B2X0,291,291,2025-03-24,2026-05-15,0.0,0.00996342937516189,0.0137105751302036,0.051471413454984176,0.006434128724401413,4.418339207973341,2119,0.13732892873997168,False,True,False,baseline_2018,bonds
RU000A10B3Q2,291,291,2025-03-24,2026-05-15,0.0,0.010779561487413675,0.0132275355115449,0.05220168368029001,0.008626314358946178,2.2174310188191337,2119,0.13732892873997168,False,True,False,baseline_2018,bonds
RU000A10B3S8,291,291,2025-03-24,2026-05-15,0.0,0.014719690825406572,0.0169876447771613,0.06962538999856142,0.01138711052814553,2.565054252209292,2119,0.13732892873997168,False,True,False,baseline_2018,bonds
RU000A10B4H9,291,291,2025-03-24,2026-05-15,0.0,0.044188462337424565,0.198343129765975,0.27559284505814985,0.05450737733032643,2.136763031112452,2119,0.13732892873997168,False,True,False,baseline_2018,bonds
RU000A10B4J5,291,291,2025-03-24,2026-05-15,0.0,0.5966987406375076,0.612429750057589,2.087606670331643,0.5939990155603779,,2119,0.13732892873997168,False,True,False,baseline_2018,bonds
RU000A10B4K3,291,291,2025-03-24,2026-05-15,0.0,0.39662058804827266,0.410865923965761,1.385551685444075,0.3933687126546659,,2119,0.13732892873997168,False,True,False,baseline_2018,bonds
RU000A10B4L1,291,291,2025-03-24,2026-05-15,0.0,0.0539492118186423,0.19124507604909,0.2882804563693094,0.052451772076883625,1.6180697457510413,2119,0.13732892873997168,False,True,False,baseline_2018,bonds
RU000A10AR52,291,291,2025-03-24,2026-05-15,0.8281786941580757,0.16393557214581786,0.196020722969794,0.4351032115400868,0.09652201033156119,,2119,0.13732892873997168,False,True,False,baseline_2018,bonds
RU000A10AT35,290,290,2025-03-25,2026-05-15,0.0,0.01249467616746888,0.0131661995144586,0.0477369305015458,0.006837733918936415,1.9763126669076663,2119,0.1368570080226522,False,True,False,baseline_2018,bonds
RU000A10B4T4,290,290,2025-03-25,2026-05-15,0.0,0.025900349986201644,0.0444660054953053,0.10523038195397857,0.022262404321720712,2.1752946082589544,2119,0.1368570080226522,False,True,False,baseline_2018,bonds
RU000A10B4U2,290,290,2025-03-25,2026-05-15,0.0,0.00907303153664908,0.0144291431052896,0.034904211481352705,0.005420819952847164,1.9596829739754782,2119,0.1368570080226522,False,True,False,baseline_2018,bonds
RU000A10B4W8,290,290,2025-03-25,2026-05-15,0.0,0.005005649868420214,0.00710301331302128,0.02368410930113862,0.0026057938381743085,3.8885777246480635,2119,0.1368570080226522,False,True,False,baseline_2018,bonds
RU000A10B4X6,290,290,2025-03-25,2026-05-15,0.0034482758620689655,0.006934343811563014,0.00907309430883385,0.03180763162174411,0.005280396014856005,2.1023725314239847,2119,0.1368570080226522,False,True,False,baseline_2018,bonds
RU000A1015T8,289,289,2025-03-26,2026-05-15,0.0,0.026888271707687185,0.228471921555637,0.3029835228649718,0.031433479133679915,,2119,0.1363850873053327,False,True,False,baseline_2018,bonds
RU000A10B4V0,289,289,2025-03-26,2026-05-15,0.0,0.08552491104072361,0.0950356752142703,0.3028497570147697,0.08498136446893967,6.9346076310640665,2119,0.1363850873053327,False,True,False,baseline_2018,bonds
RU000A10B5A1,289,289,2025-03-26,2026-05-15,0.0,0.025691935874180647,0.0335298252823918,0.11334544625214249,0.019462206991264386,3.705032802876903,2119,0.1363850873053327,False,True,False,baseline_2018,bonds
RU000A108LD8,288,288,2025-03-27,2026-05-15,0.0,0.0019036978985206999,0.00301919146793004,0.00765817985004822,-0.0004687117213778299,,2119,0.13591316658801322,False,True,False,baseline_2018,bonds
RU000A10B5C7,288,288,2025-03-27,2026-05-15,0.0,0.057945714934376454,0.0878995646068288,0.22974582737011462,0.05131283259933469,2.0776595296532556,2119,0.13591316658801322,False,True,False,baseline_2018,bonds
RU000A10B6K8,287,287,2025-03-28,2026-05-15,0.0,0.02183991743178447,0.0562295485687418,0.11849030707704865,0.022086463549146586,3.0116303196126113,2119,0.13544124587069373,False,True,False,baseline_2018,bonds
RU000A10B727,287,287,2025-03-28,2026-05-15,0.0,0.011667997443578406,0.0181027381273196,0.05318287445391974,0.0086545023184194,2.7595556381147004,2119,0.13544124587069373,False,True,False,baseline_2018,bonds
RU000A10B735,287,287,2025-03-28,2026-05-15,0.0,0.013972888246306214,0.0212139087594616,0.06713328183993773,0.009003350620189546,3.5314709567153026,2119,0.13544124587069373,False,True,False,baseline_2018,bonds
RU000A109QQ7,286,286,2025-03-31,2026-05-15,0.0,0.0018973841447922704,0.00298173907088247,0.007547078698037622,-0.00045461475857462385,,2119,0.13496932515337423,False,True,False,baseline_2018,bonds
RU000A10B7D1,285,285,2025-04-01,2026-05-15,0.0035087719298245615,0.1465209250545168,0.359201537867777,0.5989364759915224,0.11423923711349415,0.8353272206432202,2119,0.13449740443605473,False,True,False,baseline_2018,bonds
RU000A10B7H2,284,284,2025-04-02,2026-05-15,0.0,0.019002886775400105,0.0505195544009826,0.08831834744927285,0.0166189364302657,1.3940156845428382,2119,0.13402548371873524,False,True,False,baseline_2018,bonds
RU000A10B7J8,284,284,2025-04-02,2026-05-15,0.0,0.3736114624064505,0.402846378627693,1.276607181265641,0.374723923214414,,2119,0.13402548371873524,False,True,False,baseline_2018,bonds
RU000A1084F3,284,284,2025-04-02,2026-05-15,0.8485915492957746,0.08065346658944152,0.3317357389643,0.4106139258240845,0.06015509964505422,,2119,0.13402548371873524,False,True,False,baseline_2018,bonds
RU000A10B7N0,283,283,2025-04-03,2026-05-15,0.0,0.021972751713820477,0.0307553730031862,0.11291864880789156,0.01934280544766956,2.6252432182473138,2119,0.13355356300141577,False,True,False,baseline_2018,bonds
RU000A10B7S9,283,283,2025-04-03,2026-05-15,0.0,0.01257679685111699,0.0164786978412087,0.06144148732122413,0.008902011877039574,5.559257388769682,2119,0.13355356300141577,False,True,False,baseline_2018,bonds
RU000A10B7T7,283,283,2025-04-03,2026-05-15,0.0,0.12927500481716986,0.174247706555554,0.37081210085378924,0.12518800374623665,3.5827009432175507,2119,0.13355356300141577,False,True,False,baseline_2018,bonds
RU000A10B7W1,282,282,2025-04-04,2026-05-15,0.0,0.02158468835018144,0.0365328258965608,0.10219578917537527,0.01711817489218804,2.4876461550726052,2119,0.13308164228409627,False,True,False,baseline_2018,bonds
RU000A10AG30,282,282,2025-04-04,2026-05-15,0.8971631205673759,0.25730888303440125,0.340838485074236,0.7444445963639941,0.14753823375953798,,2119,0.13308164228409627,False,True,False,baseline_2018,bonds
RU000A10B8C1,281,281,2025-04-07,2026-05-15,0.0,0.010717521218003427,0.109583259751686,0.151437094185641,0.03209339492106954,1.1537111598795573,2119,0.13260972156677678,False,True,False,baseline_2018,bonds
RU000A101T72,280,280,2025-04-08,2026-05-15,0.0,0.0020028567417008777,0.00316105842481643,0.007956553651015828,-0.0004919730869328086,,2119,0.13213780084945728,False,True,False,baseline_2018,bonds
RU000A10B8M0,280,280,2025-04-08,2026-05-15,0.0,0.012000906241368393,0.0143073476980671,0.06491576117426785,0.010180623185306336,2.4235561299702604,2119,0.13213780084945728,False,True,False,baseline_2018,bonds
