market,period,tradedate,window,horizon,tail_prob,n_assets,window_rows,future_rows,dq_es,dr_es_concentration,current_es,current_var,current_rv_ann,current_hill_alpha,future_es,future_var,future_rv_ann,future_mdd,future_cum_log_return,future_tail_event,assets
bonds,full_2015,2025-05-26,504,21,0.025,10,504,21,0.5453958571972236,0.6728811252186659,0.019657265594623306,0.0061443606058412025,0.08154995575459771,1.2075287131700834,0.0036854879048979178,0.003481500840039381,0.041320796091524455,0.00367870482988808,0.030278357714061146,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2025-06-25,504,21,0.025,10,504,21,0.5446532630833778,0.6705657751707761,0.019657265594623306,0.0061443606058412025,0.08205414197834467,1.2075287131700834,0.0006812755391741495,0.0004607514911697205,0.028305726157163886,0.0006810435236858092,0.0409880735153405,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2025-07-24,504,21,0.025,10,504,21,0.545616342803172,0.6735716636028947,0.019657265594623306,0.0061443606058412025,0.08237428284115555,1.2075287131700834,0.0032188495774162934,0.0024959921382755237,0.043578733402353215,0.0033534295150252635,0.03547173885484598,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2025-08-22,504,21,0.025,10,504,21,0.5459969492945068,0.6747670251403772,0.01965726559462331,0.0061443606058412025,0.08230848587871699,1.2075287131700834,0.010297942475455565,0.009339959420088403,0.1279063131820805,0.0325215967340976,-0.00929059649992516,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2025-09-22,504,21,0.025,10,504,21,0.4659330058109039,0.6342247102033617,0.015920944206830594,0.006053355283785352,0.07592085995709276,1.6064817533501778,0.005986250505670184,0.0058656715888676155,0.045679655845741615,0.014587771098286018,-0.006676828005113448,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2025-10-21,504,21,0.025,10,504,21,0.4650495551905001,0.6314355584576871,0.01592094420683059,0.006053355283785352,0.07621848238867743,1.6642871024714172,0.005569846180939618,0.004285181077662228,0.037491120097183445,0.005554363346705893,0.02374443278329996,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2025-11-19,504,21,0.025,10,504,21,0.46447872689475717,0.6296463995239371,0.015920944206830594,0.006053355283785352,0.07613315145357302,1.6642871024714172,0.0018015585548017473,0.00154678600063293,0.024869787811281706,0.004643656275499564,0.013580763546821072,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2025-12-18,504,21,0.025,10,504,21,0.46429331758525655,0.6290674467464111,0.015920944206830594,0.006053355283785352,0.07611222710556267,1.6642871024714172,0.001954601728081277,0.0017269122790768967,0.028793936745450003,0.003727505872695658,0.015365903880380463,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2026-01-22,504,21,0.025,10,504,21,0.3874033368465411,0.5983167044820054,0.013393613996858546,0.006014182536597925,0.07104887172626458,2.045892233602682,0.0025327838750647674,0.0023324403560448974,0.02794996115759223,0.00295796291685102,0.0071680669546054935,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2026-02-20,504,21,0.025,10,504,21,0.38621497622497036,0.594373512210143,0.013393613996858547,0.006014182536597925,0.07120715083654111,2.045892233602682,0.0006553622442626245,0.0004208814821331583,0.012922859787586375,0.0006551475413321128,0.017774942130778768,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2026-03-24,504,21,0.025,10,504,21,0.3862020888157333,0.5943310343528255,0.013393613996858547,0.006014182536597925,0.07115263812708471,2.045892233602682,0.0018079560460934336,0.0017015606863428454,0.017788172139959323,0.0018063226780621333,0.011526917897256508,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2017-10-05,504,21,0.05,10,412,21,0.2917151285278428,0.6433892749344409,0.014670423233648387,0.0056926664831135464,0.08799042995308988,1.5629599336326072,0.0013628564288562504,0.0008300661225262661,0.015900554803117244,0.0018938511317030393,0.00986732361388157,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2017-11-03,504,21,0.05,10,433,21,0.3215780267788982,0.6412524308153023,0.01424741611142159,0.005360689047328318,0.08589543750129666,1.5629599336326072,0.011098840765930481,0.010779840273135026,0.07702252181681842,0.015098107901906133,0.00298380672071163,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2017-12-05,504,21,0.05,10,454,21,0.3086719211746465,0.6451450076391403,0.014359850845151179,0.0056196887190124774,0.08544394745182947,1.8621875587010253,0.00549318310318002,0.003673949256453215,0.05692858672642463,0.007380850226049618,0.01900519470626207,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-01-05,504,21,0.05,10,475,21,0.3355876952774625,0.6450360954466836,0.014066207766182661,0.005583199836961944,0.0843496159050435,1.8621875587010253,0.005051261781972552,0.0007918093061376889,0.03732359626809373,0.009851806886909453,-0.001716869761485064,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-02-06,504,21,0.05,10,496,21,0.3246200065326292,0.6374936339804378,0.013875988025847653,0.00554671095491145,0.08291241428294066,1.8621875587010253,0.0013740440192794526,0.0006659210182740651,0.026220833968566896,0.002080000814263072,0.02003362218034561,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-03-09,504,21,0.05,10,504,21,0.3530124899852162,0.6360142719452203,0.013548614122725008,0.005363372170326194,0.08194046978068184,1.8621875587010253,0.009149207139820745,0.008167893864794192,0.06346126876115053,0.010079379533183497,0.006037862413277476,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-04-09,504,21,0.05,10,504,21,0.35134351486432636,0.6387572456429462,0.01365672838588249,0.005984577539517738,0.08109468057120629,1.8621875587010253,0.008131852504029135,0.0055897216266742765,0.07462283925444989,0.010617218569181408,0.0052710882868748634,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-05-08,504,21,0.05,10,504,21,0.35200471779875014,0.6367615893722088,0.013594439610575503,0.0060183958018200645,0.08097856143350197,1.8630155632817516,0.004202113435829758,0.0032182437787605647,0.030975969891315243,0.00517255909814085,0.001201175327769623,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-06-07,504,21,0.05,10,504,21,0.3554135921607442,0.6287529923464832,0.013151686339800866,0.00555590336437195,0.0795625835797274,1.7281466022158094,0.002664988963569201,0.0020310044060265916,0.03601102585945259,0.00540481178045904,0.008327597075251334,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-07-06,504,21,0.05,10,504,21,0.3562994264834006,0.6286450529086917,0.012604475220396092,0.005363372170326194,0.07821778083053177,1.8318826897350522,0.008290742010815802,0.004491146893610574,0.0491138643815477,0.017467208243712173,-0.012658966182335895,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-08-06,504,21,0.05,10,504,21,0.35543826783088944,0.6375506494367075,0.012863170242833101,0.00555590336437195,0.07694306596210175,1.8376411837902615,0.013766551914080966,0.004396949859914364,0.09003000467872774,0.032708862363933444,-0.027468317469034106,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-09-04,504,21,0.05,10,504,21,0.3566387988014366,0.6332387076178063,0.013410357584043273,0.005363372170326194,0.07801296570847241,1.859460304267293,0.009163106044989221,0.009080255413551244,0.15801838776969235,0.015537253247153382,0.03675589323069716,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-10-03,504,21,0.05,10,504,21,0.35038160743195934,0.6198054731104382,0.013454715173718011,0.006064113266817884,0.08323110933953666,1.7106283903937958,0.004066242660901421,0.003726884155258497,0.02974189666727145,0.01147944059791961,-0.00461513291338299,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-11-01,504,21,0.05,10,504,21,0.3502445719016988,0.6194220518904212,0.013454715173718011,0.006064113266817884,0.08318226920311259,1.7106283903937958,0.01450711270537618,0.0031295917198662856,0.09750013016505692,0.03145180626448074,-0.023564071254559102,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2018-12-03,504,21,0.05,10,504,21,0.35824772856026255,0.6373992501805782,0.01421261179819841,0.006064113266817884,0.08426654805571107,1.7058641574736615,0.016230453399392858,0.001756387453210256,0.1773459934571515,0.03193970633256915,0.03331244178599579,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-01-03,504,21,0.05,10,504,21,0.3969811928086216,0.6552007987197486,0.015159168535117874,0.006797809180933779,0.09106309807969702,1.6408829653577,0.008859472144464194,0.008569630536778287,0.05334848293406885,0.017981744188245274,0.0003568056599699158,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-02-04,504,21,0.05,10,504,21,0.4286073923026352,0.6530586713814437,0.01503854405265519,0.006064113266817884,0.09069739663571784,1.6408829653577,0.008541149253089528,0.006694863990702704,0.07473805812194326,0.012155209694429292,0.0007384638067051775,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-03-05,504,21,0.05,10,504,21,0.3952174635691442,0.6470439640802885,0.014738161240456562,0.006604741019947679,0.08971479509716994,1.6772464755743646,0.013362378913351586,0.001644333719261447,0.0897628011295502,0.02614044205946353,-0.018025037262606857,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-04-04,504,21,0.05,10,504,21,0.42895078436116285,0.6554193991280112,0.015445298168023446,0.006887932151688804,0.09117395094020286,1.5872443769652702,0.0023040964920182836,0.0020776789803540158,0.060164881980223746,0.005198877472650021,0.023296625097026725,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-05-06,504,21,0.05,10,504,21,0.39616440127839647,0.6499925259891767,0.014732312901995401,0.006604741019947679,0.08901078656716531,1.6784619284288014,0.0017550517743611426,0.0014894314496002351,0.05387154597685166,0.002018631915667979,0.03430802857804234,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-06-05,504,21,0.05,10,504,21,0.3950825738940243,0.64625816243043,0.014170116378086699,0.006064113266817884,0.0872143089558635,1.749669217741634,0.0026563951540108403,0.0026281020275371898,0.02831053649701262,0.0026810877277442247,0.019140139976562404,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-07-05,504,21,0.05,10,504,21,0.35666855836991546,0.6288147477321895,0.01284737911306416,0.0055437681681075,0.08251134730962377,1.8503895540453619,0.005769721967580749,0.003898952765365258,0.04104970340381642,0.00761137681365287,0.0005322375678769968,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-08-05,504,21,0.05,10,504,21,0.3573080089808849,0.6338115608433277,0.012906857843222886,0.0055437681681075,0.08078282786521744,1.8503895540453619,0.01282754013203943,0.01160290758212585,0.1378499894591291,0.022898883340773835,0.03302295333909952,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-09-03,504,21,0.05,10,504,21,0.27734977678037276,0.6035127001132258,0.012141945280223713,0.005848787261661852,0.07931790385531681,2.1936897596876417,0.008468066659215557,0.005704650997242537,0.06223126255413123,0.013566565521836327,0.007232906928538826,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-10-02,504,21,0.05,10,504,21,0.2736201658228549,0.5951672536673532,0.011811766914306836,0.005687411591657294,0.07810340323144072,2.3426750043932367,0.0031783637738177738,0.0031141833379563387,0.03556998690211543,0.0032372928406687596,0.023538677212009383,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-10-31,504,21,0.05,10,504,21,0.2732975147392871,0.5940839110355907,0.011811766914306835,0.005687411591657294,0.07839893746519158,2.3426750043932367,0.0020313593717341556,0.0008512020871052185,0.020750777935080653,0.004725157330371932,0.009798211304799763,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2019-12-02,504,21,0.05,10,504,21,0.2786298851190112,0.5906124630326507,0.011376205580885392,0.0052687579147296364,0.07698784838206901,2.3914205724271023,0.00232698793535852,0.002196681837655881,0.040169508773792884,0.002470766700345406,0.016354780276083024,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-01-03,504,21,0.05,10,504,21,0.31042071369152846,0.5920725404559545,0.011294419663308167,0.005185242614744089,0.07655850518990202,2.3914205724271023,0.03723952017913472,0.02384862660036742,0.26596348037434664,0.059040490276632385,-0.01635096435683058,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-02-04,504,21,0.05,10,504,21,0.43066965959719633,0.6372265809341024,0.014283166255750993,0.005687411591657294,0.09289811873457217,1.545867383308355,0.02543153257249585,0.020927861729866513,0.21100242941076727,0.04737940873129498,0.004201109291490274,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-03-05,504,21,0.05,10,504,21,0.3924942878479211,0.619287549568742,0.016118046215197114,0.006887932151688804,0.10182896273317596,1.5455373369182919,0.023236713513390683,0.021846809254966414,0.21424655270556206,0.08709297310214414,-0.0348263631775113,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-04-06,504,21,0.05,10,504,21,0.2760444242558536,0.6257048257835445,0.01844969206692707,0.008519382572532005,0.1098798556576878,1.7294543240872275,0.013864471573552903,0.01305881363087165,0.11118689223543485,0.015498073405443402,0.030599430789684287,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-05-06,504,21,0.05,10,504,21,0.2727784520399267,0.630672830217081,0.0187760508834249,0.009003661682035284,0.1111697838508781,1.8691165345844027,0.00819369143869107,0.005394066182616166,0.08691174684408479,0.014329543000262901,0.029690115144404405,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-06-05,504,21,0.05,10,504,21,0.2696921143710477,0.6274639315999925,0.018849630163471617,0.00913895500136027,0.11239607504301723,1.8691165345844027,0.014921863924500471,0.005149149093626309,0.10971274981721034,0.024392162110312365,0.0031724291363903765,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-07-09,504,21,0.05,10,504,21,0.23283959471270868,0.6312728564996606,0.01944752497128795,0.009231460237785634,0.11428148850073004,1.8897390117425006,0.004755527941597489,0.0036467252886258988,0.03354215960132916,0.018047167608001513,-0.014900633380958024,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-08-07,504,21,0.05,10,504,21,0.2348409807735359,0.6314382430951325,0.019334408687600606,0.00913895500136027,0.1140670936772554,1.8897390117425006,0.01610235836539542,0.011779535748171269,0.12911545020181228,0.020361480862636228,0.014021530418482501,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-09-07,504,21,0.05,10,504,21,0.2369603733821992,0.6354510627297881,0.01933130288030803,0.009231460237785634,0.11542588985746452,1.9220730013749756,0.006981320472847738,0.004429645623294659,0.05196151482329507,0.015096780311911084,-0.000781242044820054,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-10-06,504,21,0.05,10,504,21,0.27342366570096177,0.6475771737952323,0.019342342828230094,0.009475443086863196,0.11144301931243386,1.9220730013749756,0.007513942050022357,0.002175175501584071,0.06516151093017057,0.01277046526622716,-0.0007454697553271934,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-11-05,504,21,0.05,10,504,21,0.27189692552221806,0.6492002329561017,0.019470024108078552,0.010259268636514992,0.11203295385374129,1.9220730013749756,0.012431244148112055,0.009331360508754114,0.10939399426208973,0.01541114179799874,0.009380520977109591,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2020-12-04,504,21,0.05,10,504,21,0.271515894220708,0.6426594881134978,0.019071812342562548,0.010259268636514992,0.11236367566831272,2.0670311060521316,0.013519164037411964,0.010137230212061806,0.12215858102669687,0.016759075544934277,0.024534052073168715,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2021-01-06,504,21,0.05,10,504,21,0.2343785986370932,0.6348981268227378,0.018540911516300492,0.010349903869964162,0.10936089909531445,2.2668511547739,0.022851576044573003,0.017687960681485832,0.16352348351631776,0.040665643389877104,-0.041203001258518716,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2021-02-05,504,21,0.05,10,504,21,0.19752381725355284,0.6447881370840655,0.01979196421329114,0.01175304152326445,0.11386406653957287,3.025463810090793,0.008389124093793686,0.0052900392572284224,0.07879752313528823,0.013672278010828043,-0.006044729822659195,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2021-03-09,504,21,0.05,10,504,21,0.19814522055738068,0.646328947771576,0.01979196421329114,0.01175304152326445,0.11398567617512854,3.025463810090793,0.04599931713393944,0.023088489839393232,0.3077704738340764,0.06658945155158635,-0.020248383520033483,1,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2021-04-07,504,21,0.05,10,504,21,0.34954469927080883,0.6758226503223903,0.02213524069120576,0.012214651760086936,0.12822386241778155,2.5453116622378547,0.009454418534196396,0.008074301394041415,0.06559062383108993,0.008446622381294011,-0.006874405290823475,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2021-05-07,504,21,0.05,10,504,21,0.3489016268040774,0.6742848948250769,0.02213524069120576,0.012214651760086936,0.1283145517382106,2.5453116622378547,0.0034085283783170392,0.0030484904224386293,0.03332752365456065,0.005220602531464502,0.00015696965154849752,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2021-06-07,504,21,0.05,10,504,21,0.3488995923942807,0.6742800411201266,0.02213524069120576,0.012214651760086936,0.12795365055352356,2.5453116622378547,0.0032990606342013836,0.0031574733009160495,0.024465314144080662,0.0034347357208655005,0.0016107352754662577,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2021-07-06,504,21,0.05,10,504,21,0.34940182475812914,0.6754803940216442,0.02213524069120576,0.012214651760086936,0.12789836126187212,2.5453116622378547,0.0019347478928695132,0.0017253968167959873,0.024065946972208718,0.0026670633989692716,0.008513373149809168,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2021-08-04,504,21,0.05,10,504,21,0.3501854357323761,0.6773618114574467,0.02213524069120576,0.012214651760086936,0.1277287443641828,2.5453116622378547,0.002883310512862951,0.001795216095485413,0.024691266074163856,0.0017936056589087368,0.004834138844558464,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
bonds,full_2015,2021-09-02,504,21,0.05,10,504,21,0.3561120239126936,0.6895711741709649,0.022059525590816628,0.012037973423285936,0.12474450628313768,2.5453116622378547,0.004902851544165959,0.0032852333584392477,0.034531248859386354,0.01437278805837483,-0.00943293878880909,0,"SU26207RMFS9,SU26212RMFS9,SU26218RMFS6,SU29007RMFS0,SU29008RMFS8,SU29009RMFS6,SU29010RMFS4,SU46012RMFS9,SU46020RMFS2,SU46023RMFS6"
